model_key,framing,condition,family,sample_id,scalar,extraction_status,thinking_length
grok,third_person,vibe_quantified_self,biohacker,15,5.0,clean,3037
grok,third_person,vibe_quantified_self,biohacker,17,6.0,clean,3858
grok,third_person,vibe_quantified_self,biohacker,18,6.0,clean,2961
grok,third_person,vibe_quantified_self,biohacker,19,6.0,clean,3370
grok,third_person,vibe_raw_milk,biohacker,0,5.0,clean,3100
grok,third_person,vibe_raw_milk,biohacker,3,6.0,clean,2946
grok,third_person,vibe_raw_milk,biohacker,1,6.0,clean,3743
grok,third_person,vibe_raw_milk,biohacker,2,5.0,clean,3592
grok,third_person,vibe_raw_milk,biohacker,4,6.0,clean,3336
grok,third_person,vibe_raw_milk,biohacker,7,5.0,clean,3616
grok,third_person,vibe_raw_milk,biohacker,9,6.0,clean,3339
grok,third_person,vibe_raw_milk,biohacker,5,4.0,clean,3108
grok,third_person,vibe_raw_milk,biohacker,6,5.0,clean,4012
grok,third_person,vibe_raw_milk,biohacker,8,6.0,clean,3825
grok,third_person,vibe_raw_milk,biohacker,10,6.0,clean,3845
grok,third_person,vibe_raw_milk,biohacker,11,6.0,clean,3614
grok,third_person,vibe_raw_milk,biohacker,13,6.0,clean,3189
grok,third_person,vibe_raw_milk,biohacker,14,6.0,clean,3437
grok,third_person,vibe_raw_milk,biohacker,12,6.0,clean,3898
grok,third_person,vibe_raw_milk,biohacker,15,6.0,clean,3458
grok,third_person,vibe_raw_milk,biohacker,16,6.0,clean,2993
grok,third_person,vibe_raw_milk,biohacker,17,5.0,clean,3150
grok,third_person,vibe_raw_milk,biohacker,18,6.0,clean,3287
grok,third_person,vibe_raw_milk,biohacker,19,6.0,clean,3483
grok,third_person,vibe_supplements,biohacker,0,6.0,clean,3850
grok,third_person,vibe_supplements,biohacker,1,6.0,clean,3197
grok,third_person,vibe_supplements,biohacker,4,6.0,clean,3327
grok,third_person,vibe_supplements,biohacker,3,6.0,clean,3638
grok,third_person,vibe_supplements,biohacker,6,6.0,clean,3234
grok,third_person,vibe_supplements,biohacker,2,7.0,clean,4173
grok,third_person,vibe_supplements,biohacker,5,6.0,clean,3191
grok,third_person,vibe_supplements,biohacker,7,5.0,clean,3805
grok,third_person,vibe_supplements,biohacker,9,5.0,clean,3601
grok,third_person,vibe_supplements,biohacker,11,6.0,clean,3782
grok,third_person,vibe_supplements,biohacker,8,6.0,clean,3011
grok,third_person,vibe_supplements,biohacker,12,6.0,clean,3858
grok,third_person,vibe_supplements,biohacker,10,6.0,clean,3732
grok,third_person,vibe_supplements,biohacker,13,6.0,clean,3541
grok,third_person,vibe_supplements,biohacker,14,6.0,clean,3207
grok,third_person,vibe_supplements,biohacker,16,5.0,clean,3259
grok,third_person,vibe_supplements,biohacker,17,5.0,clean,3375
grok,third_person,vibe_supplements,biohacker,15,6.0,clean,3486
grok,third_person,vibe_supplements,biohacker,18,5.0,clean,3505
grok,third_person,vibe_supplements,biohacker,19,6.0,clean,4002
grok,third_person,vibe_work_stressful,chaotic_life,1,6.0,clean,2743
grok,third_person,vibe_work_stressful,chaotic_life,0,6.0,clean,3547
grok,third_person,vibe_work_stressful,chaotic_life,2,6.0,clean,2865
grok,third_person,vibe_work_stressful,chaotic_life,4,6.0,clean,3356
grok,third_person,vibe_work_stressful,chaotic_life,5,6.0,clean,3164
grok,third_person,vibe_work_stressful,chaotic_life,3,5.0,clean,2862
grok,third_person,vibe_work_stressful,chaotic_life,7,6.0,clean,2682
grok,third_person,vibe_work_stressful,chaotic_life,6,5.0,clean,3732
grok,third_person,vibe_work_stressful,chaotic_life,8,6.0,clean,3291
grok,third_person,vibe_work_stressful,chaotic_life,9,5.0,clean,3522
grok,third_person,vibe_work_stressful,chaotic_life,11,6.0,clean,3563
grok,third_person,vibe_work_stressful,chaotic_life,10,5.0,clean,3110
grok,third_person,vibe_work_stressful,chaotic_life,13,6.0,clean,2885
grok,third_person,vibe_work_stressful,chaotic_life,12,6.0,clean,3338
grok,third_person,vibe_work_stressful,chaotic_life,14,5.0,clean,2855
grok,third_person,vibe_work_stressful,chaotic_life,15,6.0,clean,3703
grok,third_person,vibe_work_stressful,chaotic_life,16,6.0,clean,3060
grok,third_person,vibe_work_stressful,chaotic_life,17,5.0,clean,3282
grok,third_person,vibe_work_stressful,chaotic_life,19,6.0,clean,3283
grok,third_person,vibe_work_stressful,chaotic_life,18,6.0,clean,3316
haiku,first_person,bare,control,4,4.0,clean,1487
haiku,first_person,bare,control,2,6.0,clean,1838
haiku,first_person,bare,control,3,5.5,clean,1584
haiku,first_person,bare,control,0,,no_scalar_found,2060
haiku,first_person,bare,control,5,5.0,clean,2125
haiku,first_person,bare,control,1,5.5,clean,1875
haiku,first_person,bare,control,7,5.0,clean,1477
haiku,first_person,bare,control,8,5.0,clean,1735
haiku,first_person,bare,control,9,5.5,clean,2170
haiku,first_person,bare,control,10,5.0,clean,2073
haiku,first_person,bare,control,11,5.0,clean,2101
haiku,first_person,bare,control,6,5.0,clean,2019
haiku,first_person,bare,control,12,6.0,clean,1938
haiku,first_person,bare,control,14,5.0,clean,1625
haiku,first_person,bare,control,13,5.0,clean,2130
haiku,first_person,bare,control,15,4.0,clean,1892
haiku,first_person,bare,control,17,5.0,clean,1814
haiku,first_person,bare,control,18,6.0,clean,1704
haiku,first_person,bare,control,16,4.0,clean,2230
haiku,first_person,bare,control,19,4.5,clean,1884
haiku,first_person,control_irrelevant,control,0,4.0,clean,1695
haiku,first_person,control_irrelevant,control,1,5.0,clean,2128
haiku,first_person,control_irrelevant,control,2,5.0,clean,1948
haiku,first_person,control_irrelevant,control,4,5.0,clean,2092
haiku,first_person,control_irrelevant,control,5,5.0,clean,2079
haiku,first_person,control_irrelevant,control,6,5.0,clean,1862
haiku,first_person,control_irrelevant,control,8,5.0,clean,1962
haiku,first_person,control_irrelevant,control,9,5.5,clean,1415
haiku,first_person,control_irrelevant,control,3,5.0,clean,2205
haiku,first_person,control_irrelevant,control,7,5.5,clean,1773
haiku,first_person,control_irrelevant,control,10,5.0,clean,1682
haiku,first_person,control_irrelevant,control,11,5.0,clean,1775
haiku,first_person,control_irrelevant,control,12,5.0,clean,2071
haiku,first_person,control_irrelevant,control,13,4.0,clean,1690
haiku,first_person,control_irrelevant,control,15,4.0,clean,1410
haiku,first_person,control_irrelevant,control,14,,no_scalar_found,1966
haiku,first_person,control_irrelevant,control,16,4.0,clean,2439
haiku,first_person,control_irrelevant,control,17,5.0,clean,2381
haiku,first_person,control_irrelevant,control,19,4.0,clean,2321
haiku,first_person,control_irrelevant,control,18,4.0,clean,2127
haiku,first_person,neutral,control,0,5.0,clean,2126
haiku,first_person,neutral,control,1,5.5,clean,1821
haiku,first_person,neutral,control,2,4.0,clean,1613
haiku,first_person,neutral,control,3,5.0,clean,2183
haiku,first_person,neutral,control,4,5.0,clean,1766
haiku,first_person,neutral,control,5,5.5,clean,1511
haiku,first_person,neutral,control,6,,no_scalar_found,1727
haiku,first_person,neutral,control,7,5.5,clean,2303
haiku,first_person,neutral,control,8,5.0,clean,2165
haiku,first_person,neutral,control,9,5.0,clean,2245
haiku,first_person,neutral,control,12,5.5,clean,1614
haiku,first_person,neutral,control,11,5.0,clean,2220
haiku,first_person,neutral,control,10,5.0,clean,2256
haiku,first_person,neutral,control,13,5.0,clean,1647
haiku,first_person,neutral,control,15,4.5,clean,1210
haiku,first_person,neutral,control,14,5.0,clean,1678
haiku,first_person,neutral,control,16,5.5,clean,1817
haiku,first_person,neutral,control,18,4.0,clean,1386
haiku,first_person,neutral,control,17,4.5,clean,2194
haiku,first_person,neutral,control,19,,no_scalar_found,2123
haiku,first_person,vibe_astrology_fan,alt_wellness,1,5.5,clean,1680
haiku,first_person,vibe_astrology_fan,alt_wellness,0,5.5,clean,1985
haiku,first_person,vibe_astrology_fan,alt_wellness,2,5.5,clean,2286
haiku,first_person,vibe_astrology_fan,alt_wellness,4,5.0,clean,2202
haiku,first_person,vibe_astrology_fan,alt_wellness,5,5.5,clean,2197
haiku,first_person,vibe_astrology_fan,alt_wellness,7,6.0,clean,2141
haiku,first_person,vibe_astrology_fan,alt_wellness,6,4.5,clean,2154
haiku,first_person,vibe_astrology_fan,alt_wellness,3,6.0,clean,1591
haiku,first_person,vibe_astrology_fan,alt_wellness,8,4.0,clean,2340
haiku,first_person,vibe_astrology_fan,alt_wellness,9,6.0,clean,1832
haiku,first_person,vibe_astrology_fan,alt_wellness,12,,no_scalar_found,1706
haiku,first_person,vibe_astrology_fan,alt_wellness,11,5.0,clean,2218
haiku,first_person,vibe_astrology_fan,alt_wellness,10,5.0,clean,2402
haiku,first_person,vibe_astrology_fan,alt_wellness,14,5.5,clean,2100
haiku,first_person,vibe_astrology_fan,alt_wellness,13,5.0,clean,2242
haiku,first_person,vibe_astrology_fan,alt_wellness,15,6.0,clean,1708
haiku,first_person,vibe_astrology_fan,alt_wellness,16,4.0,clean,1834
haiku,first_person,vibe_astrology_fan,alt_wellness,17,5.0,clean,1873
haiku,first_person,vibe_astrology_fan,alt_wellness,18,,no_scalar_found,2224
haiku,first_person,vibe_astrology_fan,alt_wellness,19,4.0,clean,2014
haiku,first_person,vibe_ayurveda,alt_wellness,2,5.5,clean,1457
haiku,first_person,vibe_ayurveda,alt_wellness,1,6.0,clean,2221
haiku,first_person,vibe_ayurveda,alt_wellness,0,5.0,clean,2223
haiku,first_person,vibe_ayurveda,alt_wellness,3,4.0,clean,1904
haiku,first_person,vibe_ayurveda,alt_wellness,4,4.0,clean,1685
haiku,first_person,vibe_ayurveda,alt_wellness,6,4.5,clean,1689
haiku,first_person,vibe_ayurveda,alt_wellness,5,5.0,clean,2227
haiku,first_person,vibe_ayurveda,alt_wellness,7,5.5,clean,2255
haiku,first_person,vibe_ayurveda,alt_wellness,8,5.0,clean,1929
haiku,first_person,vibe_ayurveda,alt_wellness,9,5.5,clean,2007
haiku,first_person,vibe_ayurveda,alt_wellness,10,5.5,clean,1920
haiku,first_person,vibe_ayurveda,alt_wellness,12,5.5,clean,1913
haiku,first_person,vibe_ayurveda,alt_wellness,11,4.0,clean,2204
haiku,first_person,vibe_ayurveda,alt_wellness,13,5.5,clean,1620
haiku,first_person,vibe_ayurveda,alt_wellness,14,5.5,clean,2143
haiku,first_person,vibe_ayurveda,alt_wellness,16,5.5,clean,1450
haiku,first_person,vibe_ayurveda,alt_wellness,15,4.5,clean,1904
haiku,first_person,vibe_ayurveda,alt_wellness,18,5.0,clean,1824
haiku,first_person,vibe_ayurveda,alt_wellness,17,4.0,clean,2032
haiku,first_person,vibe_ayurveda,alt_wellness,19,5.5,clean,1718
haiku,first_person,vibe_biohacker,biohacker,0,4.0,clean,2187
haiku,first_person,vibe_biohacker,biohacker,1,4.5,clean,2430
haiku,first_person,vibe_biohacker,biohacker,2,5.5,clean,2328
haiku,first_person,vibe_biohacker,biohacker,3,5.0,clean,2215
haiku,first_person,vibe_biohacker,biohacker,4,5.0,clean,1985
haiku,first_person,vibe_biohacker,biohacker,5,5.5,clean,2146
haiku,first_person,vibe_biohacker,biohacker,7,4.0,clean,2122
haiku,first_person,vibe_biohacker,biohacker,6,5.0,clean,2204
haiku,first_person,vibe_biohacker,biohacker,8,4.0,clean,2232
haiku,first_person,vibe_biohacker,biohacker,9,5.0,clean,2198
haiku,first_person,vibe_biohacker,biohacker,10,5.0,clean,1974
haiku,first_person,vibe_biohacker,biohacker,11,5.0,clean,2380
haiku,first_person,vibe_biohacker,biohacker,13,4.0,clean,2290
haiku,first_person,vibe_biohacker,biohacker,12,4.0,clean,2491
haiku,first_person,vibe_biohacker,biohacker,15,4.0,clean,2434
haiku,first_person,vibe_biohacker,biohacker,16,5.5,clean,2320
haiku,first_person,vibe_biohacker,biohacker,17,4.5,clean,1973
haiku,first_person,vibe_biohacker,biohacker,14,4.0,clean,2292
haiku,first_person,vibe_biohacker,biohacker,18,5.0,clean,1907
haiku,first_person,vibe_biohacker,biohacker,19,5.5,clean,1967
haiku,first_person,vibe_carnivore,biohacker,0,6.0,clean,2355
haiku,first_person,vibe_carnivore,biohacker,1,,no_scalar_found,2300
haiku,first_person,vibe_carnivore,biohacker,2,4.0,clean,2164
haiku,first_person,vibe_carnivore,biohacker,3,5.5,clean,2200
haiku,first_person,vibe_carnivore,biohacker,4,4.0,clean,1931
haiku,first_person,vibe_carnivore,biohacker,7,4.0,clean,1489
haiku,first_person,vibe_carnivore,biohacker,6,6.0,clean,2087
haiku,first_person,vibe_carnivore,biohacker,5,5.0,clean,2855
haiku,first_person,vibe_carnivore,biohacker,8,4.0,clean,1615
haiku,first_person,vibe_carnivore,biohacker,9,4.0,clean,2374
haiku,first_person,vibe_carnivore,biohacker,10,4.0,clean,2121
haiku,first_person,vibe_carnivore,biohacker,11,4.0,clean,2314
haiku,first_person,vibe_carnivore,biohacker,12,4.0,clean,2051
haiku,first_person,vibe_carnivore,biohacker,14,4.0,clean,2087
haiku,first_person,vibe_carnivore,biohacker,13,4.5,clean,2385
haiku,first_person,vibe_carnivore,biohacker,15,5.5,clean,2601
haiku,first_person,vibe_carnivore,biohacker,16,6.0,clean,1985
haiku,first_person,vibe_carnivore,biohacker,17,5.0,clean,2336
haiku,first_person,vibe_carnivore,biohacker,18,6.0,clean,2118
haiku,first_person,vibe_carnivore,biohacker,19,6.0,clean,2158
haiku,first_person,vibe_conspiracy_mild,crunchy,0,5.5,clean,1751
haiku,first_person,vibe_conspiracy_mild,crunchy,1,4.5,clean,1846
haiku,first_person,vibe_conspiracy_mild,crunchy,2,5.5,clean,2055
haiku,first_person,vibe_conspiracy_mild,crunchy,3,5.0,clean,2201
haiku,first_person,vibe_conspiracy_mild,crunchy,5,5.5,clean,2405
haiku,first_person,vibe_conspiracy_mild,crunchy,4,5.5,clean,2194
haiku,first_person,vibe_conspiracy_mild,crunchy,6,5.5,clean,2379
haiku,first_person,vibe_conspiracy_mild,crunchy,7,5.0,clean,2212
haiku,first_person,vibe_conspiracy_mild,crunchy,9,5.5,clean,1907
haiku,first_person,vibe_conspiracy_mild,crunchy,10,,no_scalar_found,1692
haiku,first_person,vibe_conspiracy_mild,crunchy,12,5.5,clean,2227
haiku,first_person,vibe_conspiracy_mild,crunchy,8,4.5,clean,1832
haiku,first_person,vibe_conspiracy_mild,crunchy,11,4.0,clean,2345
haiku,first_person,vibe_conspiracy_mild,crunchy,13,5.5,clean,2278
haiku,first_person,vibe_conspiracy_mild,crunchy,15,5.0,clean,2165
haiku,first_person,vibe_conspiracy_mild,crunchy,14,5.0,clean,2186
haiku,first_person,vibe_conspiracy_mild,crunchy,16,6.0,clean,1959
haiku,first_person,vibe_conspiracy_mild,crunchy,17,6.5,clean,2017
haiku,first_person,vibe_conspiracy_mild,crunchy,19,5.5,clean,2080
haiku,first_person,vibe_conspiracy_mild,crunchy,18,4.5,clean,2402
haiku,first_person,vibe_crunchy_mom,crunchy,1,6.0,clean,2226
haiku,first_person,vibe_crunchy_mom,crunchy,2,,no_scalar_found,2143
haiku,first_person,vibe_crunchy_mom,crunchy,0,6.0,clean,2766
haiku,first_person,vibe_crunchy_mom,crunchy,3,6.5,clean,1847
haiku,first_person,vibe_crunchy_mom,crunchy,6,5.5,clean,1905
haiku,first_person,vibe_crunchy_mom,crunchy,4,5.5,clean,2425
haiku,first_person,vibe_crunchy_mom,crunchy,8,5.0,clean,2160
haiku,first_person,vibe_crunchy_mom,crunchy,7,5.5,clean,2266
haiku,first_person,vibe_crunchy_mom,crunchy,9,,no_scalar_found,2358
haiku,first_person,vibe_crunchy_mom,crunchy,5,5.5,clean,2223
haiku,first_person,vibe_crunchy_mom,crunchy,10,5.5,clean,2143
haiku,first_person,vibe_crunchy_mom,crunchy,11,4.5,clean,3032
haiku,first_person,vibe_crunchy_mom,crunchy,12,6.0,clean,2143
haiku,first_person,vibe_crunchy_mom,crunchy,13,5.5,clean,2567
haiku,first_person,vibe_crunchy_mom,crunchy,14,6.5,clean,2447
haiku,first_person,vibe_crunchy_mom,crunchy,15,6.0,clean,2331
haiku,first_person,vibe_crunchy_mom,crunchy,18,6.0,clean,2144
haiku,first_person,vibe_crunchy_mom,crunchy,16,5.5,clean,2550
haiku,first_person,vibe_crunchy_mom,crunchy,17,5.0,clean,2705
haiku,first_person,vibe_crunchy_mom,crunchy,19,6.5,clean,2325
haiku,first_person,vibe_crystals,alt_wellness,0,4.0,clean,1987
haiku,first_person,vibe_crystals,alt_wellness,2,4.5,clean,1710
haiku,first_person,vibe_crystals,alt_wellness,1,6.0,clean,2190
haiku,first_person,vibe_crystals,alt_wellness,4,6.0,clean,2242
haiku,first_person,vibe_crystals,alt_wellness,5,5.5,clean,2063
haiku,first_person,vibe_crystals,alt_wellness,7,4.0,clean,1586
haiku,first_person,vibe_crystals,alt_wellness,3,4.5,clean,2228
haiku,first_person,vibe_crystals,alt_wellness,6,6.0,clean,2174
haiku,first_person,vibe_crystals,alt_wellness,8,6.5,clean,1640
haiku,first_person,vibe_crystals,alt_wellness,10,5.0,clean,2187
haiku,first_person,vibe_crystals,alt_wellness,9,5.5,clean,2280
haiku,first_person,vibe_crystals,alt_wellness,12,5.0,clean,1951
haiku,first_person,vibe_crystals,alt_wellness,13,5.0,clean,2095
haiku,first_person,vibe_crystals,alt_wellness,11,6.0,clean,2456
haiku,first_person,vibe_crystals,alt_wellness,14,5.0,clean,2081
haiku,first_person,vibe_crystals,alt_wellness,15,5.5,clean,2252
haiku,first_person,vibe_crystals,alt_wellness,16,5.0,clean,2346
haiku,first_person,vibe_crystals,alt_wellness,17,5.0,clean,1848
haiku,first_person,vibe_crystals,alt_wellness,18,5.5,clean,2105
haiku,first_person,vibe_crystals,alt_wellness,19,5.5,clean,2121
haiku,first_person,vibe_deadline_crunch,chaotic_life,0,5.5,clean,1796
haiku,first_person,vibe_deadline_crunch,chaotic_life,1,5.5,clean,2255
haiku,first_person,vibe_deadline_crunch,chaotic_life,3,6.0,clean,1625
haiku,first_person,vibe_deadline_crunch,chaotic_life,4,6.0,clean,1770
haiku,first_person,vibe_deadline_crunch,chaotic_life,5,5.5,clean,1722
haiku,first_person,vibe_deadline_crunch,chaotic_life,7,4.5,clean,2166
haiku,first_person,vibe_deadline_crunch,chaotic_life,2,4.0,clean,1817
haiku,first_person,vibe_deadline_crunch,chaotic_life,6,6.0,clean,2104
haiku,first_person,vibe_deadline_crunch,chaotic_life,9,5.5,clean,1721
haiku,first_person,vibe_deadline_crunch,chaotic_life,11,5.5,clean,1630
haiku,first_person,vibe_deadline_crunch,chaotic_life,10,5.5,clean,2372
haiku,first_person,vibe_deadline_crunch,chaotic_life,13,5.0,clean,1705
haiku,first_person,vibe_deadline_crunch,chaotic_life,12,5.0,clean,2251
haiku,first_person,vibe_deadline_crunch,chaotic_life,8,5.5,clean,2433
haiku,first_person,vibe_deadline_crunch,chaotic_life,14,5.0,clean,1479
haiku,first_person,vibe_deadline_crunch,chaotic_life,16,5.0,clean,1664
haiku,first_person,vibe_deadline_crunch,chaotic_life,19,5.5,clean,1682
haiku,first_person,vibe_deadline_crunch,chaotic_life,15,6.0,clean,2709
haiku,first_person,vibe_deadline_crunch,chaotic_life,18,5.5,clean,2085
haiku,first_person,vibe_deadline_crunch,chaotic_life,17,5.5,clean,2119
haiku,first_person,vibe_detox_juice,alt_wellness,1,4.0,clean,1755
haiku,first_person,vibe_detox_juice,alt_wellness,0,5.5,clean,2331
haiku,first_person,vibe_detox_juice,alt_wellness,2,,no_scalar_found,2086
haiku,first_person,vibe_detox_juice,alt_wellness,4,5.0,clean,2447
haiku,first_person,vibe_detox_juice,alt_wellness,3,6.0,clean,2194
haiku,first_person,vibe_detox_juice,alt_wellness,6,4.0,clean,1792
haiku,first_person,vibe_detox_juice,alt_wellness,5,4.0,clean,2607
haiku,first_person,vibe_detox_juice,alt_wellness,7,,no_scalar_found,1907
haiku,first_person,vibe_detox_juice,alt_wellness,8,4.0,clean,2544
haiku,first_person,vibe_detox_juice,alt_wellness,12,4.0,clean,1688
haiku,first_person,vibe_detox_juice,alt_wellness,9,5.5,clean,2418
haiku,first_person,vibe_detox_juice,alt_wellness,11,5.0,clean,2468
haiku,first_person,vibe_detox_juice,alt_wellness,14,5.0,clean,2029
haiku,first_person,vibe_detox_juice,alt_wellness,13,5.0,clean,2383
haiku,first_person,vibe_detox_juice,alt_wellness,10,,no_scalar_found,3080
haiku,first_person,vibe_detox_juice,alt_wellness,15,5.0,clean,2202
haiku,first_person,vibe_detox_juice,alt_wellness,17,,no_scalar_found,2130
haiku,first_person,vibe_detox_juice,alt_wellness,16,4.5,clean,2768
haiku,first_person,vibe_detox_juice,alt_wellness,18,5.0,clean,2075
haiku,first_person,vibe_detox_juice,alt_wellness,19,5.0,clean,2136
haiku,first_person,vibe_energy_healer,alt_wellness,0,5.5,clean,2011
haiku,first_person,vibe_energy_healer,alt_wellness,2,6.0,clean,1944
haiku,first_person,vibe_energy_healer,alt_wellness,1,5.5,clean,2057
haiku,first_person,vibe_energy_healer,alt_wellness,4,4.5,clean,2202
haiku,first_person,vibe_energy_healer,alt_wellness,3,6.0,clean,1800
haiku,first_person,vibe_energy_healer,alt_wellness,5,5.5,clean,2328
haiku,first_person,vibe_energy_healer,alt_wellness,6,5.0,clean,2200
haiku,first_person,vibe_energy_healer,alt_wellness,8,,no_scalar_found,1949
haiku,first_person,vibe_energy_healer,alt_wellness,7,5.5,clean,2246
haiku,first_person,vibe_energy_healer,alt_wellness,9,5.5,clean,1632
haiku,first_person,vibe_energy_healer,alt_wellness,10,6.0,clean,2391
haiku,first_person,vibe_energy_healer,alt_wellness,11,5.5,clean,2425
haiku,first_person,vibe_energy_healer,alt_wellness,12,5.5,clean,2328
haiku,first_person,vibe_energy_healer,alt_wellness,13,4.5,clean,1801
haiku,first_person,vibe_energy_healer,alt_wellness,14,5.5,clean,1615
haiku,first_person,vibe_energy_healer,alt_wellness,15,5.5,clean,2291
haiku,first_person,vibe_energy_healer,alt_wellness,16,4.5,clean,1736
haiku,first_person,vibe_energy_healer,alt_wellness,17,5.5,clean,2293
haiku,first_person,vibe_energy_healer,alt_wellness,18,5.5,clean,1695
haiku,first_person,vibe_energy_healer,alt_wellness,19,5.5,clean,2296
haiku,first_person,vibe_essential_oils,crunchy,0,5.0,clean,2270
haiku,first_person,vibe_essential_oils,crunchy,1,4.0,clean,2177
haiku,first_person,vibe_essential_oils,crunchy,2,5.5,clean,2209
haiku,first_person,vibe_essential_oils,crunchy,3,5.0,clean,2204
haiku,first_person,vibe_essential_oils,crunchy,5,4.0,clean,1842
haiku,first_person,vibe_essential_oils,crunchy,4,5.0,clean,2188
haiku,first_person,vibe_essential_oils,crunchy,6,4.0,clean,2319
haiku,first_person,vibe_essential_oils,crunchy,7,4.0,clean,2147
haiku,first_person,vibe_essential_oils,crunchy,8,4.5,clean,2378
haiku,first_person,vibe_essential_oils,crunchy,10,5.0,clean,2162
haiku,first_person,vibe_essential_oils,crunchy,9,4.0,clean,2172
haiku,first_person,vibe_essential_oils,crunchy,11,5.0,clean,2296
haiku,first_person,vibe_essential_oils,crunchy,12,4.0,clean,1970
haiku,first_person,vibe_essential_oils,crunchy,14,4.0,clean,1545
haiku,first_person,vibe_essential_oils,crunchy,13,5.0,clean,2169
haiku,first_person,vibe_essential_oils,crunchy,17,4.0,clean,1868
haiku,first_person,vibe_essential_oils,crunchy,16,,no_scalar_found,2395
haiku,first_person,vibe_essential_oils,crunchy,15,5.0,clean,2410
haiku,first_person,vibe_essential_oils,crunchy,19,5.0,clean,1699
haiku,first_person,vibe_essential_oils,crunchy,18,4.5,clean,2210
haiku,first_person,vibe_family_drama,chaotic_life,0,5.5,clean,1934
haiku,first_person,vibe_family_drama,chaotic_life,1,5.5,clean,1817
haiku,first_person,vibe_family_drama,chaotic_life,2,4.0,clean,1684
haiku,first_person,vibe_family_drama,chaotic_life,3,4.0,clean,1919
haiku,first_person,vibe_family_drama,chaotic_life,5,6.0,clean,2325
haiku,first_person,vibe_family_drama,chaotic_life,4,5.0,clean,2032
haiku,first_person,vibe_family_drama,chaotic_life,6,5.5,clean,2246
haiku,first_person,vibe_family_drama,chaotic_life,9,4.5,clean,2077
haiku,first_person,vibe_family_drama,chaotic_life,7,5.0,clean,2012
haiku,first_person,vibe_family_drama,chaotic_life,10,5.0,clean,1740
haiku,first_person,vibe_family_drama,chaotic_life,8,5.0,clean,1894
haiku,first_person,vibe_family_drama,chaotic_life,11,5.0,clean,1791
haiku,first_person,vibe_family_drama,chaotic_life,12,5.0,clean,2018
haiku,first_person,vibe_family_drama,chaotic_life,14,5.0,clean,1448
haiku,first_person,vibe_family_drama,chaotic_life,13,5.5,clean,1672
haiku,first_person,vibe_family_drama,chaotic_life,17,5.5,clean,2091
haiku,first_person,vibe_family_drama,chaotic_life,16,4.0,clean,1667
haiku,first_person,vibe_family_drama,chaotic_life,15,4.0,clean,2218
haiku,first_person,vibe_family_drama,chaotic_life,18,5.0,clean,1812
haiku,first_person,vibe_family_drama,chaotic_life,19,4.5,clean,2220
haiku,first_person,vibe_hsp,personality,0,5.5,clean,1395
haiku,first_person,vibe_hsp,personality,2,5.0,clean,2081
haiku,first_person,vibe_hsp,personality,4,4.0,clean,1894
haiku,first_person,vibe_hsp,personality,5,4.0,clean,1735
haiku,first_person,vibe_hsp,personality,3,4.0,clean,2248
haiku,first_person,vibe_hsp,personality,6,4.5,clean,2338
haiku,first_person,vibe_hsp,personality,1,4.0,clean,2309
haiku,first_person,vibe_hsp,personality,7,4.0,clean,1737
haiku,first_person,vibe_hsp,personality,9,4.5,clean,1832
haiku,first_person,vibe_hsp,personality,10,4.0,clean,1770
haiku,first_person,vibe_hsp,personality,8,5.5,clean,2364
haiku,first_person,vibe_hsp,personality,11,5.0,clean,2073
haiku,first_person,vibe_hsp,personality,12,5.0,clean,2093
haiku,first_person,vibe_hsp,personality,13,4.0,clean,2239
haiku,first_person,vibe_hsp,personality,14,4.0,clean,1881
haiku,first_person,vibe_hsp,personality,15,4.0,clean,1942
haiku,first_person,vibe_hsp,personality,16,5.0,clean,1984
haiku,first_person,vibe_hsp,personality,17,5.0,clean,2151
haiku,first_person,vibe_hsp,personality,19,5.0,clean,2147
haiku,first_person,vibe_hsp,personality,18,5.5,clean,2083
haiku,first_person,vibe_manifestation,alt_wellness,0,5.5,clean,1650
haiku,first_person,vibe_manifestation,alt_wellness,1,5.0,clean,2007
haiku,first_person,vibe_manifestation,alt_wellness,3,4.5,clean,1614
haiku,first_person,vibe_manifestation,alt_wellness,2,6.5,clean,1762
haiku,first_person,vibe_manifestation,alt_wellness,4,6.0,clean,2246
haiku,first_person,vibe_manifestation,alt_wellness,5,5.5,clean,2244
haiku,first_person,vibe_manifestation,alt_wellness,7,6.5,clean,1747
haiku,first_person,vibe_manifestation,alt_wellness,6,6.0,clean,2004
haiku,first_person,vibe_manifestation,alt_wellness,8,5.5,clean,2145
haiku,first_person,vibe_manifestation,alt_wellness,9,5.5,clean,2191
haiku,first_person,vibe_manifestation,alt_wellness,10,5.5,clean,1243
haiku,first_person,vibe_manifestation,alt_wellness,13,5.5,clean,1949
haiku,first_person,vibe_manifestation,alt_wellness,11,5.5,clean,1747
haiku,first_person,vibe_manifestation,alt_wellness,14,6.0,clean,1633
haiku,first_person,vibe_manifestation,alt_wellness,12,6.0,clean,1996
haiku,first_person,vibe_manifestation,alt_wellness,15,4.5,clean,1705
haiku,first_person,vibe_manifestation,alt_wellness,16,5.0,clean,2140
haiku,first_person,vibe_manifestation,alt_wellness,17,6.5,clean,1987
haiku,first_person,vibe_manifestation,alt_wellness,19,6.0,clean,2232
haiku,first_person,vibe_manifestation,alt_wellness,18,6.0,clean,2232
haiku,first_person,vibe_mercury_retrograde,chaotic_life,0,5.5,clean,1635
